geneid,probe,score,numerator,denominator,fold-change,qval,gds,type
g48741,239491_at,0.667,5.342,8.009,1.624,61.785,4135,up
g25973,216682_s_at,0.667,16.175,24.253,1.177,61.785,4135,up
g39988,230733_at,0.667,22.225,33.327,1.311,61.785,4135,up
g8906,1568869_at,0.667,19.592,29.383,1.544,61.785,4135,up
g38585,229330_at,0.667,7.1,10.649,1.505,61.785,4135,up
g21088,211768_at,0.667,27.858,41.785,1.319,61.785,4135,up
g32152,222872_x_at,0.667,16.758,25.138,1.528,61.785,4135,up
g31838,222558_at,0.666,9.35,14.031,1.441,61.785,4135,up
g23422,214122_at,0.666,6.142,9.219,1.383,61.785,4135,up
g38575,229320_at,0.666,8.583,12.885,1.483,61.785,4135,up
g51939,242689_at,0.666,17.925,26.908,1.554,61.785,4135,up
g19547,210142_x_at,0.666,76.283,114.521,1.164,61.785,4135,up
g3694,1557517_a_at,0.666,16.725,25.109,1.398,61.785,4135,up
g24554,215259_s_at,0.666,6.5,9.759,1.575,61.785,4135,up
g51573,242323_at,0.666,80.233,120.461,1.144,61.785,4135,up
g28882,219597_s_at,0.666,8.708,13.075,1.481,61.785,4135,up
g2831,1556172_at,0.666,11.8,17.718,1.539,61.785,4135,up
g8867,1568807_a_at,0.666,30.808,46.27,1.384,61.785,4135,up
g45396,236146_at,0.666,7.475,11.227,1.329,61.785,4135,up
g19999,210613_s_at,0.666,14.883,22.357,1.266,61.785,4135,up
g49533,240283_at,0.666,12.367,18.578,1.33,61.785,4135,up
g36555,227299_at,0.666,14.667,22.038,1.512,61.785,4135,up
g54231,35776_at,0.666,43.775,65.777,1.156,61.785,4135,up
g1695,1554607_at,0.665,24.375,36.632,1.561,61.785,4135,up
g36328,227072_at,0.665,20.033,30.109,1.175,61.785,4135,up
g7207,1563460_at,0.665,8.425,12.663,1.448,61.785,4135,up
g6251,1561829_at,0.665,18.95,28.483,1.377,61.785,4135,up
g32848,223571_at,0.665,3.567,5.361,1.799,61.785,4135,up
g28952,219667_s_at,0.665,9.808,14.745,1.463,61.785,4135,up
g20553,211191_at,0.665,10.458,15.722,1.557,61.785,4135,up
g47422,238172_at,0.665,48.592,73.059,1.2,61.785,4135,up
g40651,231396_s_at,0.665,10.742,16.15,1.632,61.785,4135,up
g24866,215572_at,0.665,19.333,29.071,1.532,61.785,4135,up
g22883,213582_at,0.665,12.517,18.821,1.336,61.785,4135,up
g43317,234066_at,0.665,32.275,48.538,1.35,61.785,4135,up
g53181,243931_at,0.665,39.292,59.093,1.371,61.785,4135,up
g7463,1564066_at,0.665,33.967,51.096,1.253,61.785,4135,up
g38110,228855_at,0.665,18.058,27.165,1.364,61.785,4135,up
g13428,203980_at,0.665,7.733,11.635,1.684,61.785,4135,up
g51045,241795_at,0.665,20.508,30.858,1.26,61.785,4135,up
g30398,221114_at,0.665,14.117,21.243,1.555,61.785,4135,up
g31611,222331_at,0.664,7.725,11.627,1.616,61.785,4135,up
g24122,214826_at,0.664,12.883,19.391,1.183,61.785,4135,up
g24849,215555_at,0.664,17.867,26.892,1.258,61.785,4135,up
g3974,1557898_at,0.664,20.858,31.396,1.525,61.785,4135,up
g14038,204590_x_at,0.664,12.825,19.304,1.298,61.785,4135,up
g37421,228166_at,0.664,11.017,16.584,1.292,61.785,4135,up
g749,1553298_at,0.664,13.533,20.373,1.507,61.785,4135,up
g12956,203508_at,0.664,33.833,50.941,1.448,61.785,4135,up
g15276,205828_at,0.664,11.25,16.939,1.448,61.785,4135,up
g52934,243684_at,0.664,15.3,23.039,1.392,61.785,4135,up
g5837,1561210_at,0.664,7.733,11.645,1.491,61.785,4135,up
g34372,225114_at,0.664,13.833,20.833,1.33,61.785,4135,up
g35914,226658_at,0.664,17.475,26.317,1.411,61.785,4135,up
g52356,243106_at,0.664,5.692,8.573,2.186,61.785,4135,up
g54499,55081_at,0.664,13.258,19.97,1.298,61.785,4135,up
g29288,220003_at,0.664,12.092,18.213,1.442,61.785,4135,up
g30076,220791_x_at,0.664,13.1,19.735,1.245,61.785,4135,up
g9903,1570584_at,0.664,12.142,18.294,1.79,61.785,4135,up
g28260,218975_at,0.664,14.108,21.259,1.226,61.785,4135,up
g6621,1562477_at,0.664,30.583,46.087,1.528,61.785,4135,up
g53348,244097_at,0.664,7.408,11.164,1.211,61.785,4135,up
g1633,1554522_at,0.664,5.85,8.816,1.353,61.785,4135,up
g27367,218081_at,0.664,26.083,39.311,1.287,61.785,4135,up
g53626,244375_at,0.663,33.483,50.468,1.282,61.785,4135,up
g33150,223873_s_at,0.663,9.917,14.949,1.388,61.785,4135,up
g40532,231277_x_at,0.663,24.242,36.544,1.326,61.785,4135,up
g34219,224960_at,0.663,28.4,42.816,1.195,61.785,4135,up
g16185,206738_at,0.663,19.767,29.806,1.239,61.785,4135,up
g46786,237536_at,0.663,22.517,33.956,1.504,61.785,4135,up
g36781,227526_at,0.663,15.917,24.008,1.202,61.785,4135,up
g45280,236030_at,0.663,21.325,32.168,1.21,61.785,4135,up
g42309,233055_at,0.663,36.625,55.248,1.415,61.785,4135,up
g47045,237795_s_at,0.663,6.483,9.78,1.257,61.785,4135,up
g11953,202504_at,0.663,17.467,26.351,1.373,61.785,4135,up
g16750,207305_s_at,0.663,41.9,63.213,1.183,61.785,4135,up
g9772,1570302_at,0.663,14.008,21.134,1.473,61.785,4135,up
g33027,223750_s_at,0.663,10.975,16.56,1.382,61.785,4135,up
g33063,223786_at,0.663,19.925,30.073,3.308,61.785,4135,up
g52663,243413_at,0.663,11.008,16.616,1.283,61.785,4135,up
g7750,1564787_at,0.663,8.158,12.314,1.435,61.785,4135,up
g4365,1558710_at,0.663,27.775,41.923,1.416,61.785,4135,up
g54492,53987_at,0.662,11.367,17.158,1.137,61.785,4135,up
g6206,1561710_at,0.662,10.358,15.637,1.488,61.785,4135,up
g47269,238019_at,0.662,10.167,15.349,1.755,61.785,4135,up
g11561,202112_at,0.662,25.017,37.769,1.339,61.785,4135,up
g11097,201648_at,0.662,62.108,93.768,1.339,61.785,4135,up
g5239,1560226_at,0.662,11.733,17.716,1.441,61.785,4135,up
g48437,239187_at,0.662,11.833,17.867,1.394,61.785,4135,up
g16373,206926_s_at,0.662,17.525,26.461,1.399,61.785,4135,up
g42760,233508_at,0.662,17.983,27.153,1.475,61.785,4135,up
g6639,1562507_at,0.662,24.225,36.582,1.663,61.785,4135,up
g15987,206540_at,0.662,31.317,47.297,1.516,61.785,4135,up
g5002,1559796_at,0.662,16.9,25.524,1.408,61.785,4135,up
g19745,210345_s_at,0.662,9.192,13.883,1.565,61.785,4135,up
g23774,214474_at,0.662,14.908,22.52,1.176,61.785,4135,up
g39526,230271_at,0.662,13.775,20.811,1.398,61.785,4135,up
g21786,212480_at,0.662,31.475,47.552,1.178,61.785,4135,up
g52820,243570_at,0.662,15.9,24.024,1.186,61.785,4135,up
g13601,204153_s_at,0.662,11.367,17.175,1.251,61.785,4135,up
g42926,233674_at,0.662,22.092,33.387,1.161,61.785,4135,up
g6972,1563012_x_at,0.662,114.167,172.565,1.48,61.785,4135,up
g47700,238450_at,0.662,8.65,13.075,1.394,61.785,4135,up
g35621,226364_at,0.662,21.033,31.793,1.184,61.785,4135,up
g50322,241072_s_at,0.661,11.592,17.523,1.309,61.785,4135,up
g33464,224191_x_at,0.661,9.8,14.816,1.284,61.785,4135,up
g10865,201416_at,0.661,25.65,38.78,1.324,61.785,4135,up
g47181,237931_at,0.661,11.85,17.918,1.658,61.785,4135,up
g49081,239831_at,0.661,23.333,35.281,1.174,61.785,4135,up
g10808,201359_at,0.661,27.1,40.979,1.236,61.785,4135,up
g39087,229832_x_at,0.661,18.3,27.673,1.321,61.785,4135,up
g31448,222167_at,0.661,23.092,34.92,1.266,61.785,4135,up
g51054,241804_at,0.661,15.125,22.873,1.188,61.785,4135,up
g11739,202290_at,0.661,13.408,20.277,1.305,61.785,4135,up
g53426,244175_at,0.661,22.642,34.247,1.257,61.785,4135,up
g14574,205126_at,0.661,15.333,23.192,1.255,61.785,4135,up
g52185,242935_at,0.661,8.592,12.995,1.609,61.785,4135,up
g52219,242969_at,0.661,15.592,23.584,1.194,61.785,4135,up
g3684,1557502_at,0.661,24.825,37.552,1.598,61.785,4135,up
g48147,238897_at,0.661,5.325,8.055,1.332,61.785,4135,up
g48912,239662_x_at,0.661,5.6,8.472,1.502,61.785,4135,up
g14435,204987_at,0.661,17.125,25.907,1.496,61.785,4135,up
g23450,214150_x_at,0.661,140.825,213.046,1.21,61.785,4135,up
g33600,224332_s_at,0.661,15.783,23.881,1.154,61.785,4135,up
g18600,209185_s_at,0.661,173.425,262.402,1.247,61.785,4135,up
g9071,1569176_at,0.661,11.242,17.009,1.324,61.785,4135,up
g51648,242398_x_at,0.661,198.283,300.025,1.309,61.785,4135,up
g43155,233904_at,0.661,15.758,23.848,1.661,61.785,4135,up
g46379,237129_at,0.661,9.425,14.266,1.404,61.785,4135,up
g26646,217360_x_at,0.661,8.733,13.22,1.428,61.785,4135,up
g8858,1568794_at,0.66,12.608,19.089,1.351,61.785,4135,up
g38070,228815_s_at,0.66,14.725,22.295,1.48,61.785,4135,up
g43537,234286_at,0.66,4.508,6.826,1.723,61.785,4135,up
g52147,242897_at,0.66,22.375,33.881,1.461,61.785,4135,up
g45052,235802_at,0.66,19.958,30.223,1.452,61.785,4135,up
g52876,243626_at,0.66,48.758,73.835,1.371,61.785,4135,up
g25503,216210_x_at,0.66,44.083,66.758,1.193,61.785,4135,up
g40868,231613_at,0.66,11.1,16.81,1.254,61.785,4135,up
g32960,223683_at,0.66,10.142,15.359,1.473,61.785,4135,up
g45483,236233_at,0.66,18.508,28.032,1.445,61.785,4135,up
g51690,242440_at,0.66,22.783,34.508,1.282,61.785,4135,up
g15332,205884_at,0.66,5.525,8.368,1.733,61.785,4135,up
g11673,202224_at,0.66,20.733,31.403,1.174,61.785,4135,up
g53687,244436_at,0.66,23.25,35.219,1.592,61.785,4135,up
g9564,1569983_at,0.66,20.008,30.309,1.345,61.785,4135,up
g46854,237604_at,0.66,22.108,33.49,1.467,61.785,4135,up
g8175,1566156_at,0.66,8.8,13.331,1.454,61.785,4135,up
g31097,221816_s_at,0.66,33.458,50.688,1.405,61.785,4135,up
g32475,223196_s_at,0.66,16.175,24.505,1.223,61.785,4135,up
g42923,233671_at,0.66,27.675,41.931,1.411,61.785,4135,up
g33227,223951_at,0.66,15.342,23.251,1.634,61.785,4135,up
g52501,243251_at,0.66,2.642,4.004,1.424,61.785,4135,up
g40281,231026_at,0.66,19.15,29.03,1.36,61.785,4135,up
g7234,1563497_at,0.66,115.633,175.298,1.371,61.785,4135,up
g16779,207334_s_at,0.66,10.942,16.589,1.634,61.785,4135,up
g7802,1564950_at,0.66,6.933,10.512,1.535,61.785,4135,up
g304,1552684_a_at,0.66,4.017,6.09,1.588,61.785,4135,up
g36344,227088_at,0.659,11.475,17.404,1.391,61.785,4135,up
g37165,227910_at,0.659,12.567,19.061,1.829,61.785,4135,up
g13057,203609_s_at,0.659,17.142,26.002,1.411,61.785,4135,up
g15446,205998_x_at,0.659,83.992,127.416,1.334,61.785,4135,up
g17367,207930_at,0.659,10.708,16.245,1.476,61.785,4135,up
g25099,215805_at,0.659,13.442,20.392,1.654,61.785,4135,up
g2974,1556387_at,0.659,15.95,24.199,1.285,61.785,4135,up
g43906,234656_x_at,0.659,16.642,25.252,1.402,61.785,4135,up
g501,1552957_at,0.659,8.883,13.48,1.306,61.785,4135,up
g54489,53720_at,0.659,40.15,60.927,1.199,61.785,4135,up
g25059,215765_at,0.659,21.45,32.551,1.498,61.785,4135,up
g10453,201004_at,0.659,25.292,38.38,1.214,61.785,4135,up
g1037,1553678_a_at,0.659,6.992,10.61,1.514,61.785,4135,up
g4975,1559739_at,0.659,46.008,69.826,1.38,61.785,4135,up
g26424,217136_at,0.659,11.192,16.986,1.268,61.785,4135,up
g39831,230576_at,0.659,9.342,14.178,1.268,61.785,4135,up
g12504,203054_s_at,0.659,18.383,27.902,1.145,61.785,4135,up
g24253,214957_at,0.659,13.242,20.101,2.054,61.785,4135,up
g50098,240848_at,0.659,14.983,22.746,1.387,61.785,4135,up
g40426,231171_at,0.659,13.792,20.938,1.225,61.785,4135,up
g21884,212578_x_at,0.659,63.392,96.237,1.155,61.785,4135,up
g44835,235585_at,0.659,11.75,17.838,1.241,61.785,4135,up
g31512,222231_s_at,0.659,24.05,36.512,1.192,61.785,4135,up
g14128,204680_s_at,0.659,19.408,29.466,1.192,61.785,4135,up
g36426,227170_at,0.659,20.875,31.693,1.277,61.785,4135,up
g26214,216923_at,0.659,9.775,14.841,1.432,61.785,4135,up
g15403,205955_at,0.659,16.475,25.014,1.243,61.785,4135,up
g39031,229776_at,0.659,20.742,31.495,1.275,61.785,4135,up
g19677,210276_s_at,0.659,12.342,18.741,1.327,61.785,4135,up
g36494,227238_at,0.658,10.817,16.427,1.959,61.785,4135,up
g30651,221367_at,0.658,5.658,8.594,1.332,61.785,4135,up
g47398,238148_s_at,0.658,12.558,19.074,1.275,61.785,4135,up
g10001,200059_s_at,0.658,95.233,144.652,1.371,61.785,4135,up
g48229,238979_at,0.658,11.725,17.81,1.558,61.785,4135,up
g26594,217308_at,0.658,9.275,14.089,1.586,61.785,4135,up
g15458,206010_at,0.658,12.633,19.192,1.202,61.785,4135,up
g7052,1563116_at,0.658,5.433,8.255,1.762,61.785,4135,up
g28012,218727_at,0.658,17.125,26.02,1.193,61.785,4135,up
g23766,214466_at,0.658,8.017,12.182,2.221,61.785,4135,up
g54472,51774_s_at,0.658,54.333,82.569,1.101,61.785,4135,up
g17343,207906_at,0.658,5.242,7.966,1.792,61.785,4135,up
g47735,238485_at,0.658,14.7,22.342,1.281,61.785,4135,up
g45998,236748_at,0.658,10.633,16.162,1.539,61.785,4135,up
g49825,240575_at,0.658,8.142,12.376,2.596,61.785,4135,up
g49034,239784_at,0.658,33.675,51.19,1.092,61.785,4135,up
g48010,238760_at,0.658,59.475,90.415,1.29,61.785,4135,up
g31630,222350_at,0.658,14.05,21.359,1.382,61.785,4135,up
g17097,207655_s_at,0.658,17.55,26.681,1.371,61.785,4135,up
g27947,218662_s_at,0.658,17.55,26.686,1.276,61.785,4135,up
g27794,218508_at,0.658,21.283,32.368,1.238,61.785,4135,up
g25448,216155_at,0.658,13.558,20.62,1.245,61.785,4135,up
g2291,1555388_s_at,0.657,7.708,11.724,1.202,61.785,4135,up
g24599,215304_at,0.657,33.4,50.802,1.317,61.785,4135,up
g21831,212525_s_at,0.657,19.908,30.282,1.308,61.785,4135,up
g36502,227246_at,0.657,18.133,27.582,1.303,61.785,4135,up
g38242,228987_at,0.657,33.75,51.338,1.203,61.785,4135,up
g7522,1564212_at,0.657,11.358,17.278,1.457,61.785,4135,up
g6248,1561817_at,0.657,41.3,62.825,1.61,61.785,4135,up
g27499,218213_s_at,0.657,73.617,111.989,1.295,61.785,4135,up
g33809,224549_x_at,0.657,3603.475,5481.861,1.543,61.785,4135,up
g6133,1561604_at,0.657,23.725,36.097,1.279,61.785,4135,up
g13482,204034_at,0.657,19.867,30.227,1.307,61.785,4135,up
g28997,219712_s_at,0.657,30.275,46.066,1.553,61.785,4135,up
g51512,242262_x_at,0.657,8.35,12.707,1.554,61.785,4135,up
g43873,234623_x_at,0.657,5.558,8.46,1.987,61.785,4135,up
g47093,237843_at,0.657,10.392,15.817,1.514,61.785,4135,up
g10809,201360_at,0.657,69.567,105.898,1.313,61.785,4135,up
g11934,202485_s_at,0.657,21.2,32.275,1.47,61.785,4135,up
g49898,240648_at,0.657,17.025,25.92,1.47,61.785,4135,up
g51091,241841_at,0.657,25.2,38.369,1.246,61.785,4135,up
g50517,241267_at,0.657,15.217,23.169,1.439,61.785,4135,up
g52949,243699_at,0.657,20.042,30.516,1.339,61.785,4135,up
g35921,226665_at,0.657,15.483,23.576,1.261,61.785,4135,up
g23654,214354_x_at,0.657,28.017,42.662,1.308,61.785,4135,up
g6274,1561880_a_at,0.657,4.575,6.967,1.445,61.785,4135,up
g23873,214574_x_at,0.657,15.342,23.363,1.568,61.785,4135,up
g6001,1561429_a_at,0.657,9.542,14.53,1.501,61.785,4135,up
g54657,AFFX-r2-Bs-phe-M_at,0.657,9165.15,13958.55,2.069,61.785,4135,up
g26517,217229_at,0.657,8.033,12.236,1.958,61.785,4135,up
g1564,1554433_a_at,0.657,12.208,18.595,1.555,61.785,4135,up
g34764,225506_at,0.657,35.992,54.823,1.199,61.785,4135,up
g41830,232575_at,0.656,32.342,49.265,1.418,61.785,4135,up
g8982,1569005_at,0.656,11.65,17.746,1.252,61.785,4135,up
g8694,1567681_at,0.656,12.958,19.74,1.694,61.785,4135,up
g42806,233554_at,0.656,20.892,31.829,1.372,61.785,4135,up
g14113,204665_at,0.656,15.592,23.758,1.363,61.785,4135,up
g40253,230998_at,0.656,30.975,47.202,1.299,61.785,4135,up
g33630,224363_at,0.656,10.683,16.282,1.408,61.785,4135,up
g28458,219173_at,0.656,18.167,27.689,1.312,61.785,4135,up
g50334,241084_x_at,0.656,18.142,27.652,1.556,61.785,4135,up
g14633,205185_at,0.656,17.492,26.663,1.489,61.785,4135,up
g38064,228809_at,0.656,12.217,18.623,1.245,61.785,4135,up
g43682,234432_at,0.656,4.267,6.504,1.766,61.785,4135,up
g50123,240873_x_at,0.656,5.875,8.956,1.345,61.785,4135,up
g1841,1554797_at,0.656,15.875,24.202,1.262,61.785,4135,up
g7327,1563696_at,0.656,7.283,11.106,1.333,61.785,4135,up
g14092,204644_at,0.656,22.333,34.055,1.277,61.785,4135,up
g22975,213674_x_at,0.656,3.508,5.35,1.466,61.785,4135,up
g9760,1570289_at,0.656,13.758,20.983,1.472,61.785,4135,up
g37852,228597_at,0.656,11.35,17.31,1.436,61.785,4135,up
g19851,210452_x_at,0.656,26.775,40.84,1.733,61.785,4135,up
g9950,200008_s_at,0.656,15.317,23.363,1.336,61.785,4135,up
g21033,211711_s_at,0.656,11.225,17.123,1.176,61.785,4135,up
g26665,217379_at,0.656,19.308,29.453,1.33,61.785,4135,up
g23594,214294_at,0.656,16.1,24.559,1.309,61.785,4135,up
g20803,211473_s_at,0.656,13.325,20.327,1.503,61.785,4135,up
g38497,229242_at,0.656,20.833,31.782,1.35,61.785,4135,up
g10477,201028_s_at,0.655,19.508,29.763,1.588,61.785,4135,up
g49630,240380_at,0.655,25.142,38.36,1.344,61.785,4135,up
g43183,233932_at,0.655,59.925,91.432,1.504,61.785,4135,up
g10579,201130_s_at,0.655,10.958,16.72,1.478,61.785,4135,up
g9721,1570234_at,0.655,11.75,17.929,1.59,61.785,4135,up
g7948,1565700_at,0.655,13.033,19.887,1.431,61.785,4135,up
g7969,1565737_at,0.655,10.858,16.571,1.402,61.785,4135,up
g30121,220836_at,0.655,8.275,12.63,1.544,61.785,4135,up
g43337,234086_at,0.655,22.375,34.156,1.729,61.785,4135,up
g46524,237274_at,0.655,20.083,30.658,1.273,61.785,4135,up
g45169,235919_at,0.655,34.067,52.004,1.2,61.785,4135,up
g175,1552503_at,0.655,11.883,18.141,1.651,61.785,4135,up
g15546,206099_at,0.655,9.733,14.862,1.449,61.785,4135,up
g50001,240751_at,0.655,10.942,16.708,1.354,61.785,4135,up
g49799,240549_at,0.655,9.083,13.873,1.259,61.785,4135,up
g5690,1560997_at,0.655,6.742,10.297,1.499,61.785,4135,up
g15494,206047_at,0.655,7.758,11.852,1.301,61.785,4135,up
g9753,1570276_a_at,0.655,5.3,8.097,1.614,61.785,4135,up
g39641,230386_at,0.655,10.992,16.794,1.289,61.785,4135,up
g23975,214678_x_at,0.654,26.15,39.954,1.172,61.785,4135,up
g40063,230808_at,0.654,13.533,20.678,1.409,61.785,4135,up
g51652,242402_x_at,0.654,8.433,12.886,1.511,61.785,4135,up
g14691,205243_at,0.654,35.458,54.181,1.397,61.785,4135,up
g35056,225798_at,0.654,42.142,64.395,1.326,61.785,4135,up
g12114,202665_s_at,0.654,15.383,23.508,1.261,61.785,4135,up
g48742,239492_at,0.654,42.375,64.768,1.318,61.785,4135,up
g44191,234941_s_at,0.654,42.625,65.152,1.315,61.785,4135,up
g24526,215231_at,0.654,36.817,56.275,1.271,61.785,4135,up
g49999,240749_at,0.654,5.508,8.421,1.555,61.785,4135,up
g42618,233366_at,0.654,14.292,21.85,1.5,61.785,4135,up
g8401,1566701_at,0.654,10.067,15.391,1.218,61.785,4135,up
g40490,231235_at,0.654,16.567,25.335,1.283,61.785,4135,up
g2705,1555973_at,0.654,9.775,14.949,1.405,61.785,4135,up
g46491,237241_at,0.654,12.008,18.364,1.449,61.785,4135,up
g53831,244580_at,0.654,18.817,28.777,1.227,61.785,4135,up
g24924,215630_at,0.654,23.642,36.161,1.337,61.785,4135,up
g46773,237523_at,0.654,13.508,20.665,1.354,61.785,4135,up
g7238,1563505_at,0.654,29.433,45.028,1.324,61.785,4135,up
g39467,230212_at,0.654,19.717,30.164,1.438,61.785,4135,up
g46165,236915_at,0.654,14.217,21.753,1.379,61.785,4135,up
g33791,224529_s_at,0.654,19.142,29.289,1.293,61.785,4135,up
g50379,241129_at,0.653,22.517,34.459,1.609,61.785,4135,up
g43241,233990_at,0.653,13.333,20.411,1.247,61.785,4135,up
g11787,202338_at,0.653,14.342,21.957,1.405,61.785,4135,up
g34626,225368_at,0.653,1120.175,1715.007,1.417,61.785,4135,up
g38264,229009_at,0.653,5.183,7.936,1.334,61.785,4135,up
g29044,219759_at,0.653,5.092,7.797,1.527,61.785,4135,up
g31742,222462_s_at,0.653,36.683,56.175,1.162,61.785,4135,up
g2130,1555189_a_at,0.653,9.225,14.129,1.58,61.785,4135,up
g29871,220586_at,0.653,12.392,18.984,1.291,61.785,4135,up
g25194,215900_at,0.653,13.45,20.606,1.448,61.785,4135,up
g24331,215036_at,0.653,17.3,26.506,1.505,61.785,4135,up
g48794,239544_at,0.653,58.225,89.212,1.214,61.785,4135,up
g8111,1565999_at,0.653,6.317,9.679,1.617,61.785,4135,up
g19023,209612_s_at,0.653,9.217,14.124,1.361,61.785,4135,up
g46515,237265_at,0.652,8.358,12.811,1.385,61.785,4135,up
g49366,240116_at,0.652,15.767,24.166,1.933,61.785,4135,up
g12259,202810_at,0.652,41.45,63.532,1.153,61.785,4135,up
g22835,213533_at,0.652,21.083,32.32,1.185,61.785,4135,up
g31812,222532_at,0.652,9.583,14.691,1.21,61.785,4135,up
g16587,207140_at,0.652,2.183,3.347,1.427,61.785,4135,up
g49375,240125_at,0.652,32.442,49.736,1.176,61.785,4135,up
g34185,224926_at,0.652,23.967,36.746,1.11,61.785,4135,up
g23967,214670_at,0.652,19.592,30.04,1.235,61.785,4135,up
g42136,232882_at,0.652,37.825,57.999,1.348,61.785,4135,up
g44057,234807_x_at,0.652,27.783,42.609,1.183,61.785,4135,up
g43744,234494_x_at,0.652,10.258,15.732,2.033,61.785,4135,up
g42974,233722_at,0.652,11.467,17.587,1.37,61.785,4135,up
g5240,1560227_at,0.652,20.142,30.893,1.358,61.785,4135,up
g41501,232246_at,0.652,13.142,20.157,1.382,61.785,4135,up
g13484,204036_at,0.652,86.85,133.212,1.308,61.785,4135,up
g11834,202385_s_at,0.652,20.025,30.72,1.178,61.785,4135,up
g7757,1564802_at,0.652,16.3,25.006,1.244,61.785,4135,up
g7724,1564709_at,0.652,14.108,21.646,1.322,61.785,4135,up
g39845,230590_at,0.652,60.85,93.372,1.212,61.785,4135,up
g6892,1562901_at,0.652,14.483,22.224,1.712,61.785,4135,up
g13350,203902_at,0.652,15.45,23.708,1.43,61.785,4135,up
g43330,234079_at,0.652,11.442,17.559,1.296,61.785,4135,up
g44011,234761_at,0.652,17.058,26.181,1.395,61.785,4135,up
g42786,233534_at,0.652,11.8,18.111,1.266,61.785,4135,up
g34351,225093_at,0.652,29.875,45.853,1.158,61.785,4135,up
g16007,206560_s_at,0.652,10.033,15.4,1.501,61.785,4135,up
g23938,214639_s_at,0.651,3.108,4.771,1.565,61.785,4135,up
g44621,235371_at,0.651,7.792,11.961,1.164,61.785,4135,up
g12887,203439_s_at,0.651,21.367,32.806,1.399,61.785,4135,up
g34176,224917_at,0.651,21.083,32.374,1.318,61.785,4135,up
g13112,203664_s_at,0.651,18.867,28.972,1.324,61.785,4135,up
g26435,217147_s_at,0.651,9.85,15.126,1.492,61.785,4135,up
g49796,240546_at,0.651,4.717,7.243,1.571,61.785,4135,up
g916,1553515_at,0.651,12.542,19.26,1.452,61.785,4135,up
g38258,229003_x_at,0.651,18.375,28.231,1.196,61.785,4135,up
g35541,226284_at,0.651,17.083,26.246,1.17,61.785,4135,up
g22124,212818_s_at,0.651,46.175,70.948,1.222,61.785,4135,up
g25481,216188_at,0.651,21.6,33.191,1.354,61.785,4135,up
g3730,1557567_a_at,0.651,10.875,16.712,1.368,61.785,4135,up
g18418,209003_at,0.651,22.108,33.976,1.14,61.785,4135,up
g25261,215968_at,0.651,13.783,21.183,1.234,61.785,4135,up
g53918,244667_at,0.651,11.817,18.162,1.265,61.785,4135,up
g27330,218044_x_at,0.651,18.417,28.307,1.422,61.785,4135,up
g10432,200983_x_at,0.651,15.858,24.375,1.307,61.785,4135,up
g26398,217109_at,0.65,8.058,12.388,1.282,61.785,4135,up
g9127,1569283_at,0.65,5.642,8.673,1.492,61.785,4135,up
g25200,215906_at,0.65,12.333,18.961,1.765,61.785,4135,up
g23064,213763_at,0.65,45.483,69.927,1.356,61.785,4135,up
g26819,217533_x_at,0.65,15.633,24.037,1.553,61.785,4135,up
g21718,212412_at,0.65,87.25,134.173,1.299,61.785,4135,up
g12999,203551_s_at,0.65,27.275,41.944,1.153,61.785,4135,up
g50637,241387_at,0.65,56.675,87.157,1.168,61.785,4135,up
g8537,1566967_at,0.65,18.267,28.092,1.355,61.785,4135,up
g47610,238360_s_at,0.65,35.258,54.228,1.25,61.785,4135,up
g10041,200099_s_at,0.65,223.192,343.285,1.231,61.785,4135,up
g740,1553284_s_at,0.65,11.467,17.638,1.249,61.785,4135,up
g1846,1554804_a_at,0.65,24.017,36.953,1.227,61.785,4135,up
g21988,212682_s_at,0.65,14,21.541,1.278,61.785,4135,up
g7076,1563157_at,0.65,18.558,28.555,1.442,61.785,4135,up
g3840,1557720_s_at,0.65,22.167,34.108,1.626,61.785,4135,up
g46301,237051_at,0.65,29.542,45.457,1.303,61.785,4135,up
g17008,207566_at,0.65,13.067,20.107,1.598,61.785,4135,up
g46350,237100_at,0.65,45.742,70.392,1.346,61.785,4135,up
g46484,237234_at,0.65,10.417,16.032,1.491,61.785,4135,up
g24794,215500_at,0.65,14.958,23.023,1.211,61.785,4135,up
g781,1553344_at,0.65,8.825,13.583,1.855,61.785,4135,up
g32509,223231_at,0.65,20.333,31.302,1.22,61.785,4135,up
g30446,221162_at,0.65,11,16.936,1.416,61.785,4135,up
g29874,220589_s_at,0.649,18.083,27.846,1.375,61.785,4135,up
g10461,201012_at,0.649,13.308,20.493,1.343,61.785,4135,up
g6224,1561741_at,0.649,8.292,12.771,1.354,61.785,4135,up
g14759,205311_at,0.649,5.125,7.894,1.49,61.785,4135,up
g28065,218780_at,0.649,14.892,22.938,1.225,61.785,4135,up
g26016,216725_at,0.649,18.767,28.91,1.832,61.785,4135,up
g22996,213695_at,0.649,14.717,22.672,1.435,61.785,4135,up
g30871,221588_x_at,0.649,39.033,60.133,1.203,61.785,4135,up
g46693,237443_at,0.649,35.508,54.708,1.495,61.785,4135,up
g34668,225410_at,0.649,16.875,26.004,1.493,61.785,4135,up
g23016,213715_s_at,0.649,12.267,18.903,1.326,61.785,4135,up
g46813,237563_s_at,0.649,15.183,23.399,1.413,61.785,4135,up
g42207,232953_at,0.649,25.408,39.159,1.336,61.785,4135,up
g34422,225164_s_at,0.649,23.992,36.979,1.146,61.785,4135,up
